predictions,load demand,estimated errors
18.77015147297771,20.981000000000005,1.7487862263058083
18.168952396749006,20.468000000000007,1.9745989103152852
16.687976706747055,21.901000000000007,2.0721734898962203
18.616452699610367,21.779000000000007,2.401217181084038
20.97756957317773,21.127,2.4622211308535475
22.593290715830385,27.519,3.0080985825321314
27.52393578652286,30.874,3.2939015496193496
26.23116766279881,30.519999999999996,4.7583467652406055
30.711319237023744,30.798000000000012,5.468484188570071
27.999289724098265,33.715,5.76293880833409
29.865352346713305,34.516000000000005,4.7570271871979255
29.431521340055653,36.336000000000006,4.43094801573018
30.166718282978184,28.619000000000007,4.448344506539561
32.090557699910676,30.16400000000001,4.412153145615933
35.8129358014137,36.68,4.988014945909234
33.690544558339205,39.156000000000006,5.205458098733568
33.896311656236605,39.049000000000014,5.3628403234836854
37.17654270520374,42.00800000000003,6.449788562552131
40.17616277188629,46.300999999999995,7.305949147893444
38.39489741239469,46.29399999999998,6.622966160431578
31.151829143287667,36.91000000000001,5.445004998947429
26.960852243189,29.218999999999987,4.173790483711165
22.465179103945175,23.290000000000006,2.9430350938591974
20.254319705501345,22.106,1.982202191413551
21.1386277861608,21.36499999999998,1.0172307935921578
19.168835760316842,18.932999999999996,1.3475566347498944
20.30647507734145,22.118,1.5810628385160201
26.52624386394783,29.328000000000017,1.5797096066263165
29.76774337348634,27.063,1.5797270763114468
27.851827511294864,30.232,1.7711745305875692
30.177654649327653,33.012,1.6724017777391451
31.832411073991057,29.211,2.5608581053123616
34.51338428732117,24.65600000000001,2.674582782640533
40.944918677423956,28.080000000000013,5.626321001945006
42.4093574787909,26.446000000000005,5.487898818790448
41.54199868432994,29.019000000000013,5.430769534119798
42.04667525406853,29.927999999999994,5.947155103716798
40.1985892204136,31.031999999999996,7.00876369643286
43.41216266524358,35.010000000000005,6.185763475096626
51.98267909316632,38.352,6.787440200458859
52.5191246186303,41.79499999999999,5.8898428012906034
51.49712608155196,47.784000000000006,6.775428831361877
46.287387496779274,48.251000000000026,5.292165645741027
46.44949107251265,47.21400000000003,2.6738244422296464
38.263739036133074,38.371999999999986,2.6043697351209514
31.48388643452265,26.941999999999997,2.1636243971722613
24.992693049081794,22.616999999999994,1.6723961656408992
22.893026753139065,21.443999999999996,1.3143392949067625
20.847705443818874,19.632000000000005,0.49401480624422467
18.68449880625738,19.629,0.6982910437741859
21.316434423637993,20.57,1.149392844905712
28.103030097205817,27.485000000000007,1.238929528254069
27.44162999664965,27.273,1.8001577367397579
29.387805100171047,27.626,1.734428006289878
31.747935035197766,26.380000000000013,1.5532276832124596
29.438177456505098,29.756999999999987,2.2782302023122707
27.1119479380835,26.425000000000008,3.004612618876268
32.00776559686875,26.234,4.715267854534885
30.88793515785841,27.272000000000006,4.238392550894915
33.767981004099674,29.862,4.78372157378122
34.694954666814866,31.105000000000004,4.75024415189605
35.26312262366228,38.46000000000002,5.044393259443756
39.15309946878735,40.15600000000002,4.582993628182554
43.65342394782957,40.048,4.906479456618687
46.30169894690017,46.302999999999976,4.20655711894964
51.01755818301376,49.365000000000016,5.19904464088986
49.350984706761515,46.25100000000002,4.475582297368231
47.65650829550189,51.211,2.14226547289617
38.85268810655797,38.572,2.0172109363986195
28.298561339342722,28.88200000000001,2.123073585162318
23.53594061652484,24.654000000000003,1.662747745385142
22.01425942405029,23.813000000000017,1.230258782624914
21.400368247449567,21.058999999999994,0.5204176685168522
20.51021348906247,22.021999999999984,0.8010718282890569
21.640269542341617,21.995000000000008,1.1386892783286553
28.434871173400445,27.50799999999999,1.1878521266480895
27.791483737644878,28.191000000000003,1.154610605394264
28.365681931019232,29.092000000000006,1.2331333091891827
28.165521609540896,27.084000000000003,1.6609840242757548
29.939526831060892,28.711000000000013,1.77347928921981
26.80506703389442,26.651000000000003,1.933454262783346
27.847523520196013,24.924,3.1718120605383455
28.522332494603827,26.87600000000001,2.881247969022564
31.366627196958014,28.541,3.345207137254379
32.58576669291539,26.916000000000007,3.2832549009348684
38.43999391959376,25.654,4.218803857425519
40.39469592833812,27.518000000000008,3.6530339464153325
41.24548825031064,35.254999999999995,3.6428632850576785
46.794219165179605,46.50499999999998,3.4404923573711037
50.15009005217286,44.00600000000002,3.696502088922902
47.36188585191945,39.315000000000005,3.2010267058646784
50.40080979633017,43.50599999999999,2.3385541194560107
38.57450357958262,32.85900000000001,2.2405919789551705
28.76927004176007,27.411,1.7635299169749479
24.365240898298108,23.431999999999995,1.4131321185256507
23.261790692620703,20.359999999999992,1.1128681967361413
18.87193762159501,18.913,0.3039406241062922
19.915810725309274,19.5,0.7289991726211577
20.276754272970315,19.32,1.0050198477309376
26.272865195748054,23.837,1.103407080135268
27.26009577994394,32.57600000000001,0.9517130805358006
28.423866162683673,26.110999999999997,0.8846047134980707
26.992966974418852,23.543,1.203312794533391
28.86562928873911,25.973000000000013,1.1859371496765192
26.687196557459988,25.30099999999999,1.3406883556558875
25.55638290010112,33.842,2.19204319180062
27.363240861260767,32.824,2.0666039047541864
29.33905600065137,30.709,2.390943532062815
28.24195063966166,28.387999999999998,2.3817620079094204
28.57892114742271,31.386999999999997,3.4944308764671437
30.670922701426456,37.382000000000005,2.9546104053604942
37.88929550028634,39.678,3.6367080114312507
48.0732274862943,40.43300000000002,3.8868842545502815
46.705839970677886,40.201,3.654889716204778
42.46711789110796,47.075,2.9683764055944604
45.7890254847359,45.298,1.9558304359335332
35.0312512033434,36.772999999999996,1.7939594443250617
28.65748328080753,31.212999999999994,1.7154724291065424
24.336960355641782,29.819999999999986,1.3353415786372325
