predictions,load demand
101.993855813822,94.00699999999998
95.96076129826974,96.11800000000004
100.07769269205367,97.90700000000001
99.87112227941277,103.64700000000002
118.71589416494996,116.562
127.22824358352318,140.24099999999999
138.83982160332954,148.16
149.59775765165625,173.6939999999999
160.53216325194404,174.60699999999997
154.37958868067977,172.014
145.76461586930208,165.81700000000006
155.1395257755565,159.61399999999998
156.0035940033588,154.11500000000007
152.80323220099524,156.293
170.51502986268437,174.794
185.02885338187406,196.82299999999995
196.23901245495233,218.68500000000003
196.5636986654364,222.12199999999996
200.34373834117247,220.10500000000008
177.41796559458496,211.05800000000005
155.26201900805185,185.925
134.9686406756005,143.87400000000002
108.78973944678293,112.00999999999999
99.99759466683581,102.09600000000002
102.79809114663827,101.007
94.97463787312833,90.97200000000001
102.02141825303694,98.89600000000002
126.80696772387168,123.24699999999999
155.23476849795583,139.28999999999996
160.3394366564513,168.10899999999995
155.2422061764031,151.808
163.62849195949264,147.90600000000003
166.3606633492622,141.04799999999994
185.27537897360787,149.183
198.6071940214261,153.139
188.79936237965538,139.13599999999997
194.05346515008637,144.26799999999997
201.52821945741732,151.326
217.56366703055886,161.565
258.5566404782095,183.50900000000001
274.39459759727004,196.38100000000003
270.0041402402,222.91000000000005
241.08026124202723,240.6740000000001
233.29729183849696,226.27999999999997
197.33360890443876,177.04500000000002
153.97560036203708,146.728
118.74245233181618,128.332
106.64347882058851,107.03200000000004
104.52025734000486,101.31099999999999
93.77440262728808,100.28999999999996
101.28110464015049,99.03800000000004
125.78100756053055,126.76700000000004
144.63664912081722,135.195
166.75849808724618,152.41799999999998
153.42654454701648,149.98000000000002
153.27765575204717,150.90499999999997
149.3220870265581,154.024
160.95006631821474,148.59000000000003
167.5501554049543,166.89800000000002
155.22833797899938,174.00399999999996
160.9108898311817,166.387
170.37185448709755,171.90900000000002
181.41243273316266,171.7639999999999
207.348989916657,197.42900000000003
221.64494746339406,231.45100000000014
246.3291600144878,261.04400000000004
250.8977459351571,244.44800000000012
234.38158297304255,239.89900000000003
186.98620045288476,192.04700000000003
152.32576441924613,151.55599999999998
127.18229319898094,117.137
107.29589178276977,107.501
102.20159224632208,101.213
99.13418582858266,95.87000000000002
99.55924572865553,105.44500000000002
126.02331430168874,122.07400000000003
137.30180373643387,141.673
156.3646383357897,161.12500000000006
150.78353752667337,148.27000000000004
152.022351130672,154.02299999999997
152.66630909402028,146.061
151.58742258688696,147.62
167.8740168181689,141.33799999999997
170.49743993906722,145.444
165.78511306431812,134.27999999999997
172.0387976713177,146.018
174.49501037510885,157.18499999999995
200.6731523890018,187.70700000000008
231.1598748051954,235.03099999999995
258.7368615533804,237.803
246.93589782574372,230.45699999999997
238.9481099667678,220.108
191.0046374471533,182.74400000000006
151.74668299784307,147.74000000000004
119.49637262572774,116.81400000000001
107.44174998816153,100.34399999999998
96.90516727387687,93.25
93.34419061020262,94.42500000000001
101.53248507679447,94.75200000000001
121.32416478605856,116.48300000000003
139.8629472302697,136.94300000000004
159.24708253864554,169.899
149.02698066183913,131.19300000000004
153.75988985838546,153.98899999999998
148.19547717550705,140.94399999999996
149.8171164187097,145.09099999999998
148.68072813002777,146.284
153.80547821296744,150.33399999999995
143.87474971968106,139.29100000000003
156.6664052821415,148.77000000000004
166.14364696586458,164.18800000000005
196.27282277020754,188.45399999999998
240.53774334355649,205.57300000000004
247.6792798572451,236.337
238.72610084013883,239.72899999999993
228.12770991210675,249.758
188.3113626974281,208.33999999999997
151.63574416266164,164.43300000000005
119.34518220605867,129.98200000000003
103.3450884949097,110.076
100.1406415402353,104.19299999999998
98.31343378456216,98.98800000000003
100.31769394255394,102.70000000000002
121.17087719442222,126.71599999999998
140.24065952604474,159.517
166.91854749749757,165.82400000000004
137.97379748513373,167.88699999999994
155.3149660448051,165.406
143.93781723898815,172.95500000000004
148.10062969363415,162.034
149.04663216618385,169.22799999999995
153.580276808598,170.343
142.52366892046058,182.89499999999998
153.17114493013875,179.253
166.8293136581495,193.31200000000007
192.8790391703198,218.58999999999997
216.62590490807708,244.10500000000002
243.128033357706,236.867
241.9865616377823,242.90399999999994
244.2402022518475,232.20299999999997
201.6149245531357,221.324
159.47086753575996,184.87699999999998
139.76772123819345,152.664
119.98817153127936,131.37
114.45607668668097,121.88100000000001
113.73973914603283,114.69900000000001
115.3724385809816,119.21799999999999
118.28626945006616,126.89100000000005
131.51067444989064,140.19300000000004
152.16145262669494,166.18099999999998
162.09615970525556,186.224
182.28036775912358,202.89100000000008
184.4653773599909,211.78500000000003
180.02800555455457,181.24999999999991
171.2909728527841,189.764
166.6248851954287,184.49900000000002
162.0607221936346,168.40200000000004
162.64506010822805,180.36699999999996
179.9030722853592,205.462
200.10318233223467,225.43099999999987
218.20137604830188,209.004
219.35225706927503,230.836
217.936130158996,234.537
204.599723707232,239.084
178.65874044855104,217.59199999999996
141.3180356159683,189.21099999999996
120.26595434586636,144.94799999999998
106.79642879975502,128.52399999999994
117.3312002689301,113.61
110.97649562222179,108.94800000000001
113.92229528348523,109.69800000000001
119.94711861510847,116.592
132.92261214965467,125.524
156.91388032015976,158.486
173.11999939718686,173.342
189.55003193795966,179.01099999999997
196.2571734901174,176.43199999999996
173.16788748052534,178.188
178.08311653404445,182.514
173.49393820501018,170.12699999999995
159.7382234112921,171.71099999999996
169.58407674565512,169.80100000000004
192.71589262787418,184.34500000000003
212.33820536476702,200.42100000000005
203.6427444787413,213.50700000000006
221.20078935994604,231.13499999999996
223.8676887594379,221.15000000000006
222.88689379497418,198.72300000000004
199.6309849580499,186.24699999999996
169.51261487177337,168.53400000000005
127.40165677832734,136.323
107.46105279384378,118.36399999999999
107.4778243403301,105.51499999999996
100.87580965237187,101.04600000000002
102.54568777889399,99.10500000000005
125.20880493448573,108.05100000000004
153.42085028076087,119.45899999999999
164.53354874983148,141.23900000000006
157.02696316845356,151.71499999999997
159.14418332391062,165.68399999999997
161.1485425531719,187.12499999999997
154.06347144467748,206.41000000000003
159.26615048271503,190.12700000000004
160.51245557589664,194.502
167.82246326299745,176.64599999999996
165.5754145164707,192.641
180.21103975394016,214.63300000000007
205.12641605870465,242.27900000000005
230.91480485987918,214.27499999999998
235.7920313550978,269.80500000000006
241.29841446548693,253.72300000000004
233.80597747796995,225.16000000000003
213.25410055754827,182.31199999999995
174.15756680419204,148.59300000000005
136.52473942398,120.49999999999999
115.48177819403382,100.26999999999997
95.3968013219105,95.04499999999996
93.6570313810919,94.54800000000003
94.9709850724358,103.16000000000003
111.06096982904052,125.10600000000002
129.67346265349335,155.81400000000002
150.451007866527,169.65399999999994
155.7581980577092,155.565
164.25560653194924,147.25000000000003
179.17817083947244,149.16300000000007
186.9004583769094,153.58899999999997
175.03960062302286,167.43900000000002
177.38193304060468,172.24000000000004
168.13569285449282,145.96599999999998
178.11901354991437,152.62800000000004
197.70264904686172,172.491
223.1287126581978,185.69699999999992
216.80208518160293,213.53499999999997
255.9071101831998,239.49899999999994
245.67572559617963,243.374
225.96185232782994,227.18999999999994
191.23049753606756,183.2129999999999
157.26171304706537,145.68499999999997
126.49637428047332,114.16300000000004
105.49597745769086,97.891
93.69875350271528,94.88299999999998
93.4443398340622,92.327
100.73750243364199,109.285
121.1278171627016,136.29799999999994
147.59991205515644,142.96499999999995
162.79156755845923,165.91100000000003
153.92444398800643,149.998
151.78506867712986,141.89899999999997
156.5152325106459,134.18599999999998
162.45407971232873,135.925
171.0043261425859,134.26
174.18730823543046,143.66899999999998
152.28047520527332,139.44699999999997
160.9009691423231,151.24200000000002
180.78782791029192,153.42400000000004
196.60552233214733,184.57100000000005
217.56947653709548,215.93500000000006
246.519712391202,222.87899999999993
245.73381753571618,240.89799999999997
227.57870545184932,232.824
186.56258065410987,195.53200000000004
150.16022460439456,148.49100000000004
118.75924419385441,120.83499999999998
101.14535177689869,111.92300000000003
102.01198547902356,100.10399999999998
97.63339626090024,96.525
109.5484692485966,103.46700000000004
133.62189886498513,128.21099999999996
145.2250141463285,160.54200000000003
165.14983948615966,179.41399999999993
151.50551382817744,165.38500000000005
145.5967107856843,141.82200000000006
141.06218343651452,135.177
144.85811034493372,147.47199999999998
147.19929247347494,141.14
156.70030201842374,158.99300000000002
145.68942533505373,142.70300000000003
157.2810024411399,154.81699999999995
163.1535368522426,162.339
191.4687199693542,198.70999999999998
219.85902013303257,212.56499999999994
232.93452980522505,227.74300000000008
244.60570292566547,240.648
233.08116414279857,233.77500000000003
194.1270110874957,209.77699999999993
150.29610255614978,161.11100000000005
120.77967445119,117.22400000000002
108.44883036036326,108.12400000000002
98.66559873423927,101.96300000000002
95.46127485547238,95.161
103.94696987369262,107.21600000000004
128.6504738044523,137.87699999999995
155.0864420478923,157.85900000000004
173.36676072324587,179.81399999999996
159.57355370780456,158.53699999999998
142.1630217720281,138.79799999999994
136.50584297475308,144.615
147.7516230896653,144.836
143.49411504536923,136.00800000000004
159.9793142249536,131.57500000000002
144.32406339992534,135.28900000000004
156.31766260510042,160.261
163.57044249444797,167.263
197.91998397978602,198.483
215.2015489868818,225.894
230.52556264913864,225.67800000000005
242.27301496130633,228.027
234.24058476091267,208.75300000000004
205.8764793328506,169.64499999999998
157.81687549451962,138.002
124.24145984996755,111.73600000000002
111.85001681980916,99.912
90.17510440316559,93.67600000000002
88.99820641859354,84.82899999999998
90.67532880638619,86.65199999999996
98.60554731746126,98.45599999999999
110.36636176244875,126.499
140.47289541923843,154.46800000000002
153.80290976905533,163.27800000000002
164.749745907818,172.40099999999998
164.99936270191654,169.51800000000003
166.2005524362092,175.90900000000002
173.00350872123815,179.99699999999993
165.90855995683376,172.59000000000006
164.5353544664979,157.38200000000003
166.3642079467602,170.78
183.57003787535,190.6760000000001
200.76914993932857,203.56900000000005
209.35318134127598,208.902
226.2916259927366,206.24900000000002
219.20610865160873,231.49899999999997
202.62545464440188,204.06299999999993
188.48184848217073,169.998
167.82247352232986,147.78600000000003
134.35884996490879,125.48600000000005
118.22057057223051,102.79799999999999
96.06395188326908,88.78300000000004
87.31385538931977,85.217
89.84926593298941,80.451
101.2679902279333,93.83100000000002
126.7761483103576,111.321
154.1366894759813,142.59399999999997
163.49092743290947,174.772
172.94799156558054,176.41599999999994
170.80187290679277,189.12899999999996
